"Time","T0129",""
"and","500.00",""
"Date","Dir. Vento (�)",""
"","Mean","Qual"
00:00:00 26/09/2018,         356,      1
00:00:00 27/09/2018,          12,      1
00:00:00 28/09/2018,           9,      1
00:00:00 29/09/2018,           7,    140
00:00:00 30/09/2018,           0,    140
00:00:00 01/10/2018,           0,    140
00:00:00 02/10/2018,           0,    140
00:00:00 03/10/2018,           0,    140
00:00:00 04/10/2018,           0,    140
00:00:00 05/10/2018,           0,    140
00:00:00 06/10/2018,           0,    140
00:00:00 07/10/2018,           0,    140
00:00:00 08/10/2018,         348,    140
00:00:00 09/10/2018,         354,      1
00:00:00 10/10/2018,          43,      1
00:00:00 11/10/2018,          14,      1
00:00:00 12/10/2018,          16,      1
00:00:00 13/10/2018,          21,      1
00:00:00 14/10/2018,          28,      1
00:00:00 15/10/2018,          84,      1
00:00:00 16/10/2018,          38,      1
00:00:00 17/10/2018,           7,      1
00:00:00 18/10/2018,         353,      1
00:00:00 19/10/2018,         360,      1
00:00:00 20/10/2018,         346,      1
00:00:00 21/10/2018,          25,      1
00:00:00 22/10/2018,           3,      1
00:00:00 23/10/2018,          24,      1
00:00:00 24/10/2018,          18,      1
00:00:00 25/10/2018,          47,      1
00:00:00 26/10/2018,         340,      1
00:00:00 27/10/2018,          84,      1
00:00:00 28/10/2018,         313,      1
00:00:00 29/10/2018,         311,      1
00:00:00 30/10/2018,         117,      1
00:00:00 31/10/2018,         346,      1
00:00:00 01/11/2018,         330,      1
00:00:00 02/11/2018,         330,      1
00:00:00 03/11/2018,         343,      1
00:00:00 04/11/2018,         348,      1
00:00:00 05/11/2018,         336,      1
00:00:00 06/11/2018,         320,      1
00:00:00 07/11/2018,         330,      1
00:00:00 08/11/2018,          49,      1
00:00:00 09/11/2018,          36,      1
00:00:00 10/11/2018,         118,      1
00:00:00 11/11/2018,         132,      1
00:00:00 12/11/2018,          22,      1
00:00:00 13/11/2018,           3,      1
00:00:00 14/11/2018,          18,      1
00:00:00 15/11/2018,           5,      1
00:00:00 16/11/2018,         357,      1
00:00:00 17/11/2018,          34,      1
00:00:00 18/11/2018,          32,      1
00:00:00 19/11/2018,         343,      1
00:00:00 20/11/2018,          11,      1
00:00:00 21/11/2018,         353,      1
00:00:00 22/11/2018,         345,      1
00:00:00 23/11/2018,         327,      1
00:00:00 24/11/2018,         335,      1
00:00:00 25/11/2018,         353,      1
00:00:00 26/11/2018,         340,      1
00:00:00 27/11/2018,          19,      1
00:00:00 28/11/2018,         353,      1
00:00:00 29/11/2018,          15,      1
00:00:00 30/11/2018,          59,      1
00:00:00 01/12/2018,          21,      1
00:00:00 02/12/2018,         344,      1
00:00:00 03/12/2018,          12,      1
00:00:00 04/12/2018,          11,      1
00:00:00 05/12/2018,          27,      1
00:00:00 06/12/2018,         351,      1
00:00:00 07/12/2018,          12,      1
00:00:00 08/12/2018,          13,      1
00:00:00 09/12/2018,          10,      1
00:00:00 10/12/2018,          12,      1
00:00:00 11/12/2018,         349,      1
00:00:00 12/12/2018,         353,      1
00:00:00 13/12/2018,           3,      1
00:00:00 14/12/2018,          18,      1
00:00:00 15/12/2018,          29,      1
00:00:00 16/12/2018,         327,      1
00:00:00 17/12/2018,         355,      1
00:00:00 18/12/2018,           7,      1
00:00:00 19/12/2018,         326,      1
00:00:00 20/12/2018,         342,      1
00:00:00 21/12/2018,          31,      1
00:00:00 22/12/2018,          23,      1
00:00:00 23/12/2018,          47,      1
00:00:00 24/12/2018,           7,      1
00:00:00 25/12/2018,           3,      1
00:00:00 26/12/2018,          13,      1
00:00:00 27/12/2018,          14,      1
00:00:00 28/12/2018,         350,      1
00:00:00 29/12/2018,          22,      1
00:00:00 30/12/2018,         357,      1
00:00:00 31/12/2018,          72,      1
00:00:00 01/01/2019,          61,      1
00:00:00 02/01/2019,          33,      1
00:00:00 03/01/2019,         318,      1
00:00:00 04/01/2019,         332,      1
00:00:00 05/01/2019,          14,      1
00:00:00 06/01/2019,         349,      1
00:00:00 07/01/2019,         352,      1
00:00:00 08/01/2019,          43,      1
00:00:00 09/01/2019,          41,      1
00:00:00 10/01/2019,          13,      1
00:00:00 11/01/2019,         318,      1
00:00:00 12/01/2019,           4,      1
00:00:00 13/01/2019,         104,      1
00:00:00 14/01/2019,         344,      1
00:00:00 15/01/2019,         350,      1
00:00:00 16/01/2019,         341,      1
00:00:00 17/01/2019,         310,      1
00:00:00 18/01/2019,           0,      1
00:00:00 19/01/2019,          12,      1
00:00:00 20/01/2019,         357,      1
00:00:00 21/01/2019,           9,      1
00:00:00 22/01/2019,          12,      1
00:00:00 23/01/2019,         352,      1
00:00:00 24/01/2019,           6,      1
00:00:00 25/01/2019,         311,      1
00:00:00 26/01/2019,          65,      1
00:00:00 27/01/2019,          39,      1
00:00:00 28/01/2019,          11,      1
00:00:00 29/01/2019,          50,      1
00:00:00 30/01/2019,           4,      1
00:00:00 31/01/2019,         345,      1
00:00:00 01/02/2019,         329,      1
00:00:00 02/02/2019,         337,      1
00:00:00 03/02/2019,         344,      1
00:00:00 04/02/2019,         338,      1
00:00:00 05/02/2019,           1,      1
00:00:00 06/02/2019,          11,      1
00:00:00 07/02/2019,         345,      1
00:00:00 08/02/2019,          10,      1
00:00:00 09/02/2019,           9,      1
00:00:00 10/02/2019,         312,      1
00:00:00 11/02/2019,           4,      1
00:00:00 12/02/2019,         322,      1
00:00:00 13/02/2019,         357,      1
00:00:00 14/02/2019,         359,      1
00:00:00 15/02/2019,           8,      1
00:00:00 16/02/2019,         350,      1
00:00:00 17/02/2019,         355,      1
00:00:00 18/02/2019,         356,      1
00:00:00 19/02/2019,           6,      1
00:00:00 20/02/2019,         355,      1
00:00:00 21/02/2019,         357,      1
00:00:00 22/02/2019,         355,      1
00:00:00 23/02/2019,         349,      1
00:00:00 24/02/2019,          13,      1
00:00:00 25/02/2019,          21,      1
00:00:00 26/02/2019,         359,      1
00:00:00 27/02/2019,         360,      1
00:00:00 28/02/2019,           6,      1
00:00:00 01/03/2019,          30,      1
00:00:00 02/03/2019,         354,      1
00:00:00 03/03/2019,          13,      1
00:00:00 04/03/2019,          78,      1
00:00:00 05/03/2019,          11,      1
00:00:00 06/03/2019,         347,      1
00:00:00 07/03/2019,          75,      1
00:00:00 08/03/2019,         346,      1
00:00:00 09/03/2019,          12,      1
00:00:00 10/03/2019,          24,      1
00:00:00 11/03/2019,          10,      1
00:00:00 12/03/2019,         359,      1
00:00:00 13/03/2019,         350,      1
00:00:00 14/03/2019,          18,      1
00:00:00 15/03/2019,         332,      1
00:00:00 16/03/2019,         359,      1
00:00:00 17/03/2019,          25,      1
00:00:00 18/03/2019,         328,      1
00:00:00 19/03/2019,         331,      1
00:00:00 20/03/2019,           1,      1
00:00:00 21/03/2019,          11,      1
00:00:00 22/03/2019,           6,      1
00:00:00 23/03/2019,           3,      1
00:00:00 24/03/2019,           5,      1
00:00:00 25/03/2019,           1,      1
00:00:00 26/03/2019,           1,      1
00:00:00 27/03/2019,         341,      1
00:00:00 28/03/2019,          34,      1
00:00:00 29/03/2019,           1,      1
00:00:00 30/03/2019,           0,      1
00:00:00 31/03/2019,           1,      1
00:00:00 01/04/2019,          22,      1
00:00:00 02/04/2019,         104,      1
00:00:00 03/04/2019,         308,      1
00:00:00 04/04/2019,         338,      1
00:00:00 05/04/2019,         354,      1
00:00:00 06/04/2019,         339,      1
00:00:00 07/04/2019,          61,      1
00:00:00 08/04/2019,          23,      1
00:00:00 09/04/2019,           9,      1
00:00:00 10/04/2019,           5,      1
00:00:00 11/04/2019,         125,      1
00:00:00 12/04/2019,         122,      1
00:00:00 13/04/2019,         238,      1
00:00:00 14/04/2019,         329,      1
00:00:00 15/04/2019,          17,      1
00:00:00 16/04/2019,          44,      1
00:00:00 17/04/2019,         352,      1
00:00:00 18/04/2019,          18,      1
00:00:00 19/04/2019,           5,      1
00:00:00 20/04/2019,         353,      1
00:00:00 21/04/2019,         354,      1
00:00:00 22/04/2019,         133,      1
00:00:00 23/04/2019,          64,      1
00:00:00 24/04/2019,         299,      1
00:00:00 25/04/2019,         127,      1
00:00:00 26/04/2019,         231,    140
00:00:00 27/04/2019,         221,    140
00:00:00 28/04/2019,         221,    140
00:00:00 29/04/2019,         200,    140
00:00:00 30/04/2019,         330,      1
00:00:00 01/05/2019,         344,      1
00:00:00 02/05/2019,          16,      1
00:00:00 03/05/2019,         169,      1
00:00:00 04/05/2019,         322,      1
00:00:00 05/05/2019,          17,      1
00:00:00 06/05/2019,         356,      1
00:00:00 07/05/2019,          22,      1
00:00:00 08/05/2019,          91,      1
00:00:00 09/05/2019,         292,      1
00:00:00 10/05/2019,          10,      1
00:00:00 11/05/2019,          41,      1
00:00:00 12/05/2019,         343,      1
00:00:00 13/05/2019,         340,      1
00:00:00 14/05/2019,         320,      1
00:00:00 15/05/2019,         261,      1
00:00:00 16/05/2019,         159,      1
00:00:00 17/05/2019,         164,      1
00:00:00 18/05/2019,          46,      1
00:00:00 19/05/2019,          26,      1
00:00:00 20/05/2019,         294,      1
00:00:00 21/05/2019,         328,      1
00:00:00 22/05/2019,         324,      1
00:00:00 23/05/2019,         339,      1
00:00:00 24/05/2019,         318,      1
00:00:00 25/05/2019,         348,      1
00:00:00 26/05/2019,         303,      1
00:00:00 27/05/2019,         335,      1
00:00:00 28/05/2019,          15,      1
00:00:00 29/05/2019,          16,      1
00:00:00 30/05/2019,         355,      1
00:00:00 31/05/2019,         345,      1
00:00:00 01/06/2019,         358,      1
00:00:00 02/06/2019,         350,      1
00:00:00 03/06/2019,           6,      1
00:00:00 04/06/2019,         351,      1
00:00:00 05/06/2019,          51,      1
00:00:00 06/06/2019,          71,      1
00:00:00 07/06/2019,         120,      1
00:00:00 08/06/2019,           2,      1
00:00:00 09/06/2019,         350,      1
00:00:00 10/06/2019,         331,      1
00:00:00 11/06/2019,         196,      1
00:00:00 12/06/2019,         134,      1
00:00:00 13/06/2019,         116,      1
00:00:00 14/06/2019,          49,      1
00:00:00 15/06/2019,         352,      1
00:00:00 16/06/2019,         343,      1
00:00:00 17/06/2019,          27,      1
00:00:00 18/06/2019,          44,      1
00:00:00 19/06/2019,          76,      1
00:00:00 20/06/2019,         336,      1
00:00:00 21/06/2019,          20,      1
00:00:00 22/06/2019,           3,      1
00:00:00 23/06/2019,         348,      1
00:00:00 24/06/2019,           6,      1
00:00:00 25/06/2019,          83,      1
00:00:00 26/06/2019,           5,      1
00:00:00 27/06/2019,         356,      1
00:00:00 28/06/2019,          60,      1
00:00:00 29/06/2019,         129,      1
00:00:00 30/06/2019,         113,      1
00:00:00 01/07/2019,         161,      1
00:00:00 02/07/2019,         311,    140
00:00:00 03/07/2019,         267,    140
00:00:00 04/07/2019,         267,    140
00:00:00 05/07/2019,         268,    140
00:00:00 06/07/2019,         266,    140
00:00:00 07/07/2019,         265,    140
00:00:00 08/07/2019,         265,    140
00:00:00 09/07/2019,         266,    140
00:00:00 10/07/2019,         266,    140
00:00:00 11/07/2019,         267,    140
00:00:00 12/07/2019,         266,    140
00:00:00 13/07/2019,         265,    140
00:00:00 14/07/2019,         265,    140
00:00:00 15/07/2019,         311,    140
00:00:00 16/07/2019,          13,      1
00:00:00 17/07/2019,          39,      1
00:00:00 18/07/2019,           3,      1
00:00:00 19/07/2019,          10,      1
00:00:00 20/07/2019,         113,      1
00:00:00 21/07/2019,           1,      1
00:00:00 22/07/2019,         342,      1
00:00:00 23/07/2019,          14,      1
00:00:00 24/07/2019,          18,      1
00:00:00 25/07/2019,           6,      1
00:00:00 26/07/2019,         359,      1
00:00:00 27/07/2019,          56,      1
00:00:00 28/07/2019,         317,      1
00:00:00 29/07/2019,         330,      1
00:00:00 30/07/2019,         343,      1
00:00:00 31/07/2019,         334,      1
00:00:00 01/08/2019,          58,      1
00:00:00 02/08/2019,         343,      1
00:00:00 03/08/2019,         359,      1
00:00:00 04/08/2019,          50,      1
00:00:00 05/08/2019,          12,      1
00:00:00 06/08/2019,         346,      1
00:00:00 07/08/2019,         322,      1
00:00:00 08/08/2019,           8,      1
00:00:00 09/08/2019,          11,      1
00:00:00 10/08/2019,          68,      1
00:00:00 11/08/2019,         106,      1
00:00:00 12/08/2019,          92,      1
00:00:00 13/08/2019,         344,      1
00:00:00 14/08/2019,         302,      1
00:00:00 15/08/2019,         240,      1
00:00:00 16/08/2019,          63,      1
00:00:00 17/08/2019,          40,      1
00:00:00 18/08/2019,         108,      1
00:00:00 19/08/2019,          43,      1
00:00:00 20/08/2019,         358,      1
00:00:00 21/08/2019,         328,      1
00:00:00 22/08/2019,         331,      1
00:00:00 23/08/2019,          10,      1
00:00:00 24/08/2019,          21,      1
00:00:00 25/08/2019,          40,      1
00:00:00 26/08/2019,         358,      1
00:00:00 27/08/2019,         355,      1
00:00:00 28/08/2019,          77,      1
00:00:00 29/08/2019,         359,      1
00:00:00 30/08/2019,          39,      1
00:00:00 31/08/2019,          30,      1
00:00:00 01/09/2019,          29,      1
00:00:00 02/09/2019,         345,      1
00:00:00 03/09/2019,         345,      1
00:00:00 04/09/2019,         344,      1
00:00:00 05/09/2019,          35,      1
00:00:00 06/09/2019,         331,      1
00:00:00 07/09/2019,         326,      1
00:00:00 08/09/2019,         330,      1
00:00:00 09/09/2019,           3,      1
00:00:00 10/09/2019,          18,      1
00:00:00 11/09/2019,          21,      1
00:00:00 12/09/2019,           6,      1
00:00:00 13/09/2019,          14,      1
00:00:00 14/09/2019,           3,      1
00:00:00 15/09/2019,         342,      1
00:00:00 16/09/2019,          11,      1
00:00:00 17/09/2019,         338,      1
00:00:00 18/09/2019,         358,      1
00:00:00 19/09/2019,         126,      1
00:00:00 20/09/2019,          68,      1
00:00:00 21/09/2019,          47,      1
00:00:00 22/09/2019,          56,      1
00:00:00 23/09/2019,           9,      1
00:00:00 24/09/2019,          38,      1
00:00:00 25/09/2019,           3,      1
00:00:00 26/09/2019,           7,      1
00:00:00 27/09/2019,         347,      1
00:00:00 28/09/2019,          15,      1
00:00:00 29/09/2019,          58,      1
00:00:00 30/09/2019,          39,      1
00:00:00 01/10/2019,         337,      1
00:00:00 02/10/2019,         336,      1
00:00:00 03/10/2019,         344,      1
00:00:00 04/10/2019,          30,      1
00:00:00 05/10/2019,           6,      1
00:00:00 06/10/2019,          45,      1
00:00:00 07/10/2019,           1,      1
00:00:00 08/10/2019,          16,      1
00:00:00 09/10/2019,         357,      1
00:00:00 10/10/2019,         345,      1
00:00:00 11/10/2019,           8,      1
00:00:00 12/10/2019,           0,      1
00:00:00 13/10/2019,         348,      1
00:00:00 14/10/2019,           8,      1
00:00:00 15/10/2019,          61,      1
00:00:00 16/10/2019,         357,      1
00:00:00 17/10/2019,           1,      1
00:00:00 18/10/2019,          73,      1
00:00:00 19/10/2019,         114,      1
00:00:00 20/10/2019,         125,      1
00:00:00 21/10/2019,         347,      1
00:00:00 22/10/2019,          12,      1
00:00:00 23/10/2019,          17,      1
00:00:00 24/10/2019,          14,      1
00:00:00 25/10/2019,         358,      1
00:00:00 26/10/2019,          15,      1
00:00:00 27/10/2019,          20,      1
00:00:00 28/10/2019,          23,      1
00:00:00 29/10/2019,          87,      1
00:00:00 30/10/2019,          48,      1
00:00:00 31/10/2019,         122,      1
00:00:00 01/11/2019,         135,      1
00:00:00 02/11/2019,         160,      1
00:00:00 03/11/2019,         322,      1
00:00:00 04/11/2019,           1,      1
00:00:00 05/11/2019,         323,      1
00:00:00 06/11/2019,         347,      1
00:00:00 07/11/2019,         331,      1
00:00:00 08/11/2019,         328,      1
00:00:00 09/11/2019,         344,      1
00:00:00 10/11/2019,         356,      1
00:00:00 11/11/2019,         334,      1
00:00:00 12/11/2019,         328,      1
00:00:00 13/11/2019,         323,      1
00:00:00 14/11/2019,         342,      1
00:00:00 15/11/2019,         315,      1
00:00:00 16/11/2019,         319,      1
00:00:00 17/11/2019,         314,      1
00:00:00 18/11/2019,           3,      1
00:00:00 19/11/2019,         335,      1
00:00:00 20/11/2019,         338,      1
00:00:00 21/11/2019,         330,      1
00:00:00 22/11/2019,         325,      1
00:00:00 23/11/2019,         327,      1
00:00:00 24/11/2019,         327,      1
00:00:00 25/11/2019,         344,      1
00:00:00 26/11/2019,         355,      1
00:00:00 27/11/2019,         323,      1
00:00:00 28/11/2019,         341,      1
00:00:00 29/11/2019,           3,      1
00:00:00 30/11/2019,           3,      1
00:00:00 01/12/2019,         328,      1
00:00:00 02/12/2019,         350,      1
00:00:00 03/12/2019,          20,      1
00:00:00 04/12/2019,         357,      1
00:00:00 05/12/2019,           4,      1
00:00:00 06/12/2019,         350,      1
00:00:00 07/12/2019,         353,      1
00:00:00 08/12/2019,         356,      1
00:00:00 09/12/2019,         337,      1
00:00:00 10/12/2019,           2,      1
00:00:00 11/12/2019,          11,      1
00:00:00 12/12/2019,         352,      1
00:00:00 13/12/2019,         345,      1
00:00:00 14/12/2019,          15,      1
00:00:00 15/12/2019,         352,      1
00:00:00 16/12/2019,         333,      1
00:00:00 17/12/2019,         322,      1
00:00:00 18/12/2019,         337,      1
00:00:00 19/12/2019,         339,      1
00:00:00 20/12/2019,          91,      1
00:00:00 21/12/2019,         328,      1
00:00:00 22/12/2019,         343,      1
00:00:00 23/12/2019,          11,      1
00:00:00 24/12/2019,           4,      1
00:00:00 25/12/2019,          21,      1
00:00:00 26/12/2019,         355,      1
00:00:00 27/12/2019,          11,      1
00:00:00 28/12/2019,          74,      1
00:00:00 29/12/2019,          59,      1
00:00:00 30/12/2019,           9,      1
00:00:00 31/12/2019,         356,      1
00:00:00 01/01/2020,          15,      1
00:00:00 02/01/2020,           3,      1
00:00:00 03/01/2020,         352,      1
00:00:00 04/01/2020,         352,      1
00:00:00 05/01/2020,         341,      1
00:00:00 06/01/2020,          39,      1
00:00:00 07/01/2020,           8,      1
00:00:00 08/01/2020,           5,      1
00:00:00 09/01/2020,          11,      1
00:00:00 10/01/2020,           2,      1
00:00:00 11/01/2020,          23,      1
00:00:00 12/01/2020,          15,      1
00:00:00 13/01/2020,          15,      1
00:00:00 14/01/2020,          10,      1
00:00:00 15/01/2020,          25,      1
00:00:00 16/01/2020,           2,      1
00:00:00 17/01/2020,         353,      1
00:00:00 18/01/2020,         352,      1
00:00:00 19/01/2020,         333,      1
00:00:00 20/01/2020,         360,      1
00:00:00 21/01/2020,         358,      1
00:00:00 22/01/2020,           3,      1
00:00:00 23/01/2020,          17,      1
00:00:00 24/01/2020,           7,      1
00:00:00 25/01/2020,         348,      1
00:00:00 26/01/2020,         345,      1
00:00:00 27/01/2020,          10,      1
00:00:00 28/01/2020,           5,      1
00:00:00 29/01/2020,          10,      1
00:00:00 30/01/2020,          13,      1
00:00:00 31/01/2020,          19,      1
00:00:00 01/02/2020,         349,      1
00:00:00 02/02/2020,         355,      1
00:00:00 03/02/2020,          57,      1
00:00:00 04/02/2020,           8,      1
00:00:00 05/02/2020,          23,      1
00:00:00 06/02/2020,         340,      1
00:00:00 07/02/2020,          20,      1
00:00:00 08/02/2020,          17,      1
00:00:00 09/02/2020,          22,      1
00:00:00 10/02/2020,          32,      1
00:00:00 11/02/2020,          74,      1
00:00:00 12/02/2020,           9,      1
00:00:00 13/02/2020,           5,      1
00:00:00 14/02/2020,          19,      1
00:00:00 15/02/2020,           2,      1
00:00:00 16/02/2020,           7,      1
00:00:00 17/02/2020,         347,      1
00:00:00 18/02/2020,         345,      1
00:00:00 19/02/2020,         342,      1
00:00:00 20/02/2020,         357,      1
00:00:00 21/02/2020,          35,      1
00:00:00 22/02/2020,          21,      1
00:00:00 23/02/2020,         346,      1
00:00:00 24/02/2020,          17,      1
00:00:00 25/02/2020,         336,      1
00:00:00 26/02/2020,          60,      1
00:00:00 27/02/2020,         105,      1
00:00:00 28/02/2020,          10,      1
00:00:00 29/02/2020,          21,      1
00:00:00 01/03/2020,         321,      1
00:00:00 02/03/2020,         324,      1
00:00:00 03/03/2020,         357,      1
00:00:00 04/03/2020,         326,      1
00:00:00 05/03/2020,         337,      1
00:00:00 06/03/2020,         326,      1
00:00:00 07/03/2020,           4,      1
00:00:00 08/03/2020,         356,      1
00:00:00 09/03/2020,         353,      1
00:00:00 10/03/2020,         333,      1
00:00:00 11/03/2020,           3,      1
00:00:00 12/03/2020,          51,      1
00:00:00 13/03/2020,          33,      1
00:00:00 14/03/2020,         329,      1
00:00:00 15/03/2020,          39,      1
00:00:00 16/03/2020,           1,      1
00:00:00 17/03/2020,          20,      1
00:00:00 18/03/2020,           8,      1
00:00:00 19/03/2020,           0,      1
00:00:00 20/03/2020,          14,      1
00:00:00 21/03/2020,         351,      1
00:00:00 22/03/2020,         353,      1
00:00:00 23/03/2020,         187,      1
00:00:00 24/03/2020,          73,      1
00:00:00 25/03/2020,         119,      1
00:00:00 26/03/2020,          39,      1
00:00:00 27/03/2020,         357,      1
00:00:00 28/03/2020,         338,      1
00:00:00 29/03/2020,           1,      1
00:00:00 30/03/2020,         318,      1
00:00:00 31/03/2020,         359,      1
00:00:00 01/04/2020,         310,      1
00:00:00 02/04/2020,          30,      1
00:00:00 03/04/2020,           0,      1
00:00:00 04/04/2020,         358,      1
00:00:00 05/04/2020,         360,      1
00:00:00 06/04/2020,          12,      1
00:00:00 07/04/2020,         351,      1
00:00:00 08/04/2020,           2,      1
00:00:00 09/04/2020,         355,      1
00:00:00 10/04/2020,           6,      1
00:00:00 11/04/2020,           4,      1
00:00:00 12/04/2020,          80,      1
00:00:00 13/04/2020,          31,      1
00:00:00 14/04/2020,         359,      1
00:00:00 15/04/2020,          14,      1
00:00:00 16/04/2020,         357,      1
00:00:00 17/04/2020,           8,      1
00:00:00 18/04/2020,         352,      1
00:00:00 19/04/2020,         356,      1
00:00:00 20/04/2020,          32,      1
00:00:00 21/04/2020,         309,      1
00:00:00 22/04/2020,          17,      1
00:00:00 23/04/2020,         360,      1
00:00:00 24/04/2020,          14,      1
00:00:00 25/04/2020,         359,      1
00:00:00 26/04/2020,          81,      1
00:00:00 27/04/2020,          31,      1
00:00:00 28/04/2020,         129,      1
00:00:00 29/04/2020,         193,      1
00:00:00 30/04/2020,           5,      1
00:00:00 01/05/2020,          18,      1
00:00:00 02/05/2020,         354,      1
00:00:00 03/05/2020,         352,      1
00:00:00 04/05/2020,         121,      1
00:00:00 05/05/2020,         351,      1
00:00:00 06/05/2020,          68,      1
00:00:00 07/05/2020,           3,      1
00:00:00 08/05/2020,          37,      1
00:00:00 09/05/2020,          94,      1
00:00:00 10/05/2020,          73,      1
00:00:00 11/05/2020,         206,      1
00:00:00 12/05/2020,         325,      1
00:00:00 13/05/2020,          33,      1
00:00:00 14/05/2020,          94,      1
00:00:00 15/05/2020,         317,      1
00:00:00 16/05/2020,         324,      1
00:00:00 17/05/2020,         324,      1
00:00:00 18/05/2020,         343,      1
00:00:00 19/05/2020,          34,      1
00:00:00 20/05/2020,         338,      1
00:00:00 21/05/2020,         315,      1
00:00:00 22/05/2020,          41,      1
00:00:00 23/05/2020,          94,      1
00:00:00 24/05/2020,         350,      1
00:00:00 25/05/2020,         334,      1
00:00:00 26/05/2020,         353,      1
00:00:00 27/05/2020,          86,      1
00:00:00 28/05/2020,         330,      1
00:00:00 29/05/2020,         101,      1
00:00:00 30/05/2020,         107,      1
00:00:00 31/05/2020,         157,      1
00:00:00 01/06/2020,         100,      1
00:00:00 02/06/2020,         103,      1
00:00:00 03/06/2020,         114,      1
00:00:00 04/06/2020,         112,      1
00:00:00 05/06/2020,         288,      1
00:00:00 06/06/2020,          49,      1
00:00:00 07/06/2020,          35,      1
00:00:00 08/06/2020,         325,      1
00:00:00 09/06/2020,         328,      1
00:00:00 10/06/2020,          43,      1
00:00:00 11/06/2020,         319,      1
00:00:00 12/06/2020,           8,      1
00:00:00 13/06/2020,          81,      1
00:00:00 14/06/2020,         324,      1
00:00:00 15/06/2020,          52,      1
00:00:00 16/06/2020,          90,      1
00:00:00 17/06/2020,         330,      1
00:00:00 18/06/2020,          80,      1
00:00:00 19/06/2020,          13,      1
00:00:00 20/06/2020,         344,      1
00:00:00 21/06/2020,         339,      1
00:00:00 22/06/2020,         338,      1
00:00:00 23/06/2020,         338,      1
00:00:00 24/06/2020,         142,      1
00:00:00 25/06/2020,         116,      1
00:00:00 26/06/2020,           1,      1
00:00:00 27/06/2020,         326,      1
00:00:00 28/06/2020,          90,      1
00:00:00 29/06/2020,          26,      1
00:00:00 30/06/2020,         306,      1
00:00:00 01/07/2020,          53,      1
00:00:00 02/07/2020,          16,      1
00:00:00 03/07/2020,           9,      1
00:00:00 04/07/2020,          57,      1
00:00:00 05/07/2020,           5,      1
00:00:00 06/07/2020,         108,      1
00:00:00 07/07/2020,         310,      1
00:00:00 08/07/2020,         114,      1
00:00:00 09/07/2020,          14,      1
00:00:00 10/07/2020,         117,      1
00:00:00 11/07/2020,         327,      1
00:00:00 12/07/2020,         112,      1
00:00:00 13/07/2020,         149,      1
00:00:00 14/07/2020,           9,      1
00:00:00 15/07/2020,         338,      1
00:00:00 16/07/2020,         358,      1
00:00:00 17/07/2020,          11,      1
00:00:00 18/07/2020,         332,      1
00:00:00 19/07/2020,          77,      1
00:00:00 20/07/2020,         108,      1
00:00:00 21/07/2020,          15,      1
00:00:00 22/07/2020,          38,      1
00:00:00 23/07/2020,         355,      1
00:00:00 24/07/2020,           1,      1
00:00:00 25/07/2020,         355,      1
00:00:00 26/07/2020,         350,      1
00:00:00 27/07/2020,          21,      1
00:00:00 28/07/2020,          48,      1
00:00:00 29/07/2020,         334,      1
00:00:00 30/07/2020,         322,      1
00:00:00 31/07/2020,         335,      1
00:00:00 01/08/2020,         338,      1
00:00:00 02/08/2020,         342,      1
00:00:00 03/08/2020,         299,      1
00:00:00 04/08/2020,          18,      1
00:00:00 05/08/2020,         351,      1
00:00:00 06/08/2020,         342,      1
00:00:00 07/08/2020,          23,      1
00:00:00 08/08/2020,          51,      1
00:00:00 09/08/2020,          26,      1
00:00:00 10/08/2020,         352,      1
00:00:00 11/08/2020,         343,      1
00:00:00 12/08/2020,         154,      1
00:00:00 13/08/2020,         314,      1
00:00:00 14/08/2020,         343,      1
00:00:00 15/08/2020,           2,      1
00:00:00 16/08/2020,          17,      1
00:00:00 17/08/2020,         354,      1
00:00:00 18/08/2020,         349,      1
00:00:00 19/08/2020,          26,      1
00:00:00 20/08/2020,         352,      1
00:00:00 21/08/2020,         107,      1
00:00:00 22/08/2020,          87,      1
00:00:00 23/08/2020,           7,      1
00:00:00 24/08/2020,          63,      1
00:00:00 25/08/2020,          80,      1
00:00:00 26/08/2020,          37,      1
00:00:00 27/08/2020,          77,      1
00:00:00 28/08/2020,         106,      1
00:00:00 29/08/2020,         328,      1
00:00:00 30/08/2020,         351,      1
00:00:00 31/08/2020,           4,      1
00:00:00 01/09/2020,         332,      1
00:00:00 02/09/2020,         337,      1
00:00:00 03/09/2020,         338,      1
00:00:00 04/09/2020,          14,      1
00:00:00 05/09/2020,          16,      1
00:00:00 06/09/2020,          90,      1
00:00:00 07/09/2020,         340,      1
00:00:00 08/09/2020,          10,      1
00:00:00 09/09/2020,          19,      1
00:00:00 10/09/2020,          25,      1
00:00:00 11/09/2020,          16,      1
00:00:00 12/09/2020,          31,      1
00:00:00 13/09/2020,          24,      1
00:00:00 14/09/2020,          51,      1
00:00:00 15/09/2020,          24,      1
00:00:00 16/09/2020,         349,      1
00:00:00 17/09/2020,          10,      1
00:00:00 18/09/2020,          27,      1
00:00:00 19/09/2020,          76,      1
00:00:00 20/09/2020,          75,      1
00:00:00 21/09/2020,         100,      1
00:00:00 22/09/2020,         103,      1
00:00:00 23/09/2020,         117,      1
00:00:00 24/09/2020,         127,      1
00:00:00 25/09/2020,         329,      1
00:00:00 26/09/2020,         319,      1
00:00:00 27/09/2020,          13,      1
00:00:00 28/09/2020,          81,      1
